parcel,source,owner_name,address,jurisdiction,luc,luc_desc,parcel_class,acres,assessed_land,assessed_bldg,has_building,city_department,city_intended_use,development_candidate,census_tract,lat,lon
R72 07601 0018,county_only,DAYTON CITY OF,535 N PAUL LAURENCE DUNBAR ST,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000006040.00,000000000000.00,N,,,N,39113-000700-2,39.76144182066325,-84.21984669875305
R72 07603 0016,both,CITY OF DAYTON,1928 RIVERVIEW AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000000.00,000000000000.00,N,Planning,Surplus,Y,39113-000700-2,39.76294380313418,-84.22416244734896
R72 07603 0020,county_only,DAYTON CITY OF,1912 W RIVERVIEW AVE,DAYTON,620,"Exempt, owned by counties",E,0000.00000,000000006160.00,000000000000.00,N,,,N,39113-000700-2,39.762907833472894,-84.22366301828905
R72 07603 0023,county_only,DAYTON CITY OF,1902 RIVERVIEW AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000006160.00,000000000000.00,N,,,N,39113-000700-2,39.76288085365268,-84.223288448366
R72 07607 0001,both,DAYTON CITY OF,FERGUSON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000710.00,000000000000.00,N,Public Works,Other,N,39113-000700-2,39.76389201661903,-84.21667997602974
R72 07607 0002,both,DAYTON CITY OF,FERGUSON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002370.00,000000000000.00,N,Public Works,Other,N,39113-000700-2,39.76407641346845,-84.21647284665436
R72 07607 0003,both,DAYTON CITY OF,FERGUSON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002370.00,000000000000.00,N,Public Works,Other,N,39113-000700-2,39.764213148315854,-84.21647623364048
R72 07607 0004,both,DAYTON CITY OF,FERGUSON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002370.00,000000001970.00,Y,Public Works,Other,N,39113-000700-2,39.76434988341822,-84.21647962044135
R72 07607 0005,both,DAYTON CITY OF,FERGUSON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002370.00,000000001970.00,Y,Public Works,Other,N,39113-000700-2,39.76448661861179,-84.21648300751231
R72 07607 0006,both,DAYTON CITY OF,824 FERGUSON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002370.00,000000029370.00,Y,Public Works,Other,N,39113-000700-2,39.76466539361919,-84.21656528624935
R72 07607 0007,both,DAYTON CITY OF,FERGUSON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002370.00,000000000000.00,N,Public Works,Other,N,39113-000700-2,39.76476008878456,-84.21648978179573
R72 07607 0008,both,DAYTON CITY OF,FERGUSON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002370.00,000000000000.00,N,Public Works,Other,N,39113-000700-2,39.7649078038834,-84.21649344016737
